goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,league
1,1,0,31,63.27,28,53.85,1,100.0,26,0,90.77,59,58.42,1395,4,10,0,16,0,0,0,14,4,0,0,0,0,62,1,728,5,0,0.0,44,55.0,15,92,8,0,3,1,0,33.33,0,3,0.32,0,2,0,Rafa Marín,Villarreal,984623,2819,Spain La Liga
1,3,0,73,57.48,41,55.41,2,33.33,55,2,91.9,114,56.72,2085,16,26,10,26,0,0,0,18,2,0,0,0,0,393,2,1645,26,1,11.11,55,56.12,36,62,17,3,23,6,7,4.35,0,0,2.88,0,1,0,Eric García,Barcelona,876214,2817,Spain La Liga
0,2,0,1,100.0,2,66.67,0,0.0,0,0,44.76,3,75.0,2340,1,0,0,26,82,53,26,26,3,8,20,10,20,59,0,342,1,0,0.0,254,37.63,0,31,0,0,0,0,0,0.0,0,0,,2,0,0,David Soria,Getafe,604258,2859,Spain La Liga
1,0,0,80,64.52,8,57.14,12,70.59,47,0,91.93,88,63.77,1052,21,24,6,19,0,0,0,6,3,0,0,0,0,208,1,695,10,0,0.0,36,72.0,10,17,9,0,10,2,2,10.0,1,0,1.06,0,1,0,Eduardo Camavinga,Real Madrid,973887,2829,Spain La Liga
0,0,0,3,75.0,7,100.0,1,100.0,0,0,69.6,10,90.91,2430,6,0,0,27,77,50,27,26,4,14,8,10,8,22,0,435,0,0,0.0,77,29.06,0,27,1,0,0,0,0,0.0,0,0,,1,0,0,Ionuț Radu,Celta Vigo,815202,2821,Spain La Liga
1,2,0,51,57.95,33,58.93,8,72.73,29,0,90.46,84,58.33,1974,14,14,11,23,0,0,0,20,4,0,0,0,0,277,1,1518,11,5,38.46,92,54.76,22,120,11,1,20,3,8,5.0,0,0,2.0,0,2,0,Marcos Alonso,Celta Vigo,69408,2821,Spain La Liga
2,3,0,66,57.39,9,56.25,14,51.85,14,2,87.94,75,57.25,1098,38,7,17,17,0,0,0,10,3,0,0,0,0,246,6,598,25,13,26.53,30,73.17,5,4,12,2,27,10,9,7.41,1,4,2.4,0,0,0,Giovani Lo Celso,Real Betis,798835,2816,Spain La Liga
0,1,0,0,0.0,5,100.0,0,0.0,0,0,53.79,5,83.33,450,0,0,0,5,15,12,3,4,3,3,5,9,6,13,0,78,0,0,0.0,47,41.59,0,16,1,0,0,0,0,0.0,0,0,,0,0,0,Lucas Bergström,Mallorca,996903,2826,Spain La Liga
0,2,0,0,0.0,1,50.0,0,0.0,0,0,66.32,1,50.0,1980,0,0,0,22,67,53,13,32,2,6,6,14,6,15,0,443,0,0,0.0,122,35.57,1,25,0,0,0,0,0,0.0,0,0,,0,3,0,Odysseas Vlachodimos,Sevilla,138149,2833,Spain La Liga
1,0,0,8,61.54,1,50.0,0,0.0,5,0,85.71,9,60.0,202,3,1,1,5,0,0,0,4,0,0,0,0,0,8,2,24,3,2,66.67,3,100.0,1,3,1,0,1,1,0,100.0,0,0,0.52,0,0,0,Álvaro Odriozola,Real Sociedad,353250,2824,Spain La Liga
0,0,0,3,37.5,1,50.0,0,0.0,2,1,94.03,4,40.0,66,1,2,0,2,0,0,0,0,0,0,0,0,0,27,0,63,3,0,0.0,3,100.0,0,1,2,0,0,0,0,0.0,0,0,,0,0,0,Pablo Gavi,Barcelona,1103693,2817,Spain La Liga
1,0,0,82,55.78,16,53.33,32,61.54,29,1,89.0,98,55.37,1580,21,12,21,21,0,0,0,12,2,0,0,0,0,303,3,882,20,9,32.14,43,64.18,23,12,12,1,21,6,9,4.76,1,0,1.7,0,4,0,Pablo Barrios,Atlético Madrid,1142588,2836,Spain La Liga
10,2,0,66,44.0,13,34.21,17,47.22,23,1,78.52,79,42.02,1753,27,25,24,24,0,0,0,17,2,0,0,0,0,87,2,212,22,5,19.23,4,66.67,5,10,16,8,40,18,9,25.0,1,15,7.8,0,0,0,Jorge de Frutos,Rayo Vallecano,900003,2818,Spain La Liga
0,2,1,93,55.69,33,55.0,17,56.67,39,8,78.34,126,55.51,2205,37,21,18,25,0,0,0,23,3,0,0,0,0,251,11,774,56,46,31.08,62,50.0,24,35,24,0,17,1,8,0.0,0,0,0.72,0,2,1,Luis Milla,Getafe,811629,2859,Spain La Liga
0,3,0,26,59.09,4,50.0,2,100.0,11,0,90.78,30,57.69,602,13,10,2,8,0,0,0,4,2,0,0,0,0,75,0,394,4,0,0.0,21,67.74,6,6,8,0,4,1,2,0.0,0,0,0.14,0,0,0,Sofyan Amrabat,Real Betis,359272,2816,Spain La Liga
4,7,0,66,56.41,19,59.38,9,47.37,22,1,80.57,85,57.05,1365,35,27,12,20,0,0,0,17,1,0,0,0,0,156,2,535,15,3,30.0,55,52.88,19,30,4,1,28,8,6,14.29,0,2,2.39,2,2,0,Pape Gueye,Villarreal,879694,2819,Spain La Liga
2,3,0,66,57.89,25,62.5,7,77.78,48,0,86.46,91,59.09,1709,11,27,8,22,0,0,0,24,4,0,0,0,0,219,1,964,20,9,21.43,69,50.74,17,50,12,2,22,3,8,9.09,1,1,3.5,1,0,0,Pepelu,Valencia,826948,2828,Spain La Liga
1,1,0,12,63.16,22,64.71,2,100.0,4,0,86.55,34,64.15,594,6,7,1,7,0,0,0,11,1,0,0,0,0,11,0,251,0,0,0.0,16,40.0,10,37,0,0,4,1,1,25.0,0,0,0.29,0,0,0,Eric Bailly,Real Oviedo,606346,2851,Spain La Liga
0,4,0,62,56.88,7,38.89,12,63.16,41,4,89.12,69,54.33,1710,9,21,5,22,0,0,0,13,2,0,0,0,0,274,8,1032,17,8,25.0,50,61.73,9,42,14,1,14,5,5,0.0,0,2,1.76,0,0,0,Marcos Llorente,Atlético Madrid,353138,2836,Spain La Liga
0,2,0,31,49.21,2,50.0,0,0.0,23,1,91.9,33,49.25,911,9,18,5,14,0,0,0,11,2,0,0,0,0,173,4,624,20,12,37.5,32,64.0,12,13,7,0,2,1,0,0.0,0,0,0.09,0,1,0,Hugo Sotelo,Celta Vigo,1120669,2821,Spain La Liga
1,1,0,5,35.71,1,33.33,1,33.33,1,0,81.33,6,35.29,163,3,3,1,5,0,0,0,1,0,0,0,0,0,12,0,61,2,3,60.0,5,45.45,2,5,3,0,2,1,0,50.0,0,0,0.6,0,0,0,Iker Benito,Osasuna,1086346,2820,Spain La Liga
0,3,0,1,50.0,2,66.67,0,0.0,1,0,65.71,3,60.0,1980,1,1,0,22,78,46,27,34,3,11,10,6,10,33,0,460,0,0,0.0,156,39.8,1,20,0,0,0,0,0,0.0,0,0,,2,1,0,Leo Román,Mallorca,1131909,2826,Spain La Liga
0,0,0,1,100.0,4,100.0,0,0.0,0,0,61.04,5,100.0,720,2,0,0,8,16,11,5,8,1,11,3,0,3,13,0,152,0,0,0.0,64,40.51,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Stole Dimitrievski,Valencia,97951,2828,Spain La Liga
0,5,0,38,66.67,21,65.63,4,57.14,27,0,90.12,59,66.29,1195,7,8,1,21,0,0,0,7,1,0,0,0,0,167,1,912,11,1,10.0,30,51.72,16,51,7,0,2,0,1,0.0,0,0,0.05,0,1,0,Gerard Martín,Barcelona,1094827,2817,Spain La Liga
1,4,2,48,53.93,23,56.1,4,50.0,39,0,88.75,71,54.62,1345,5,19,10,19,0,0,0,14,4,0,0,0,0,135,0,726,10,1,100.0,52,61.9,21,45,8,3,13,6,2,7.69,0,2,1.79,0,0,0,Pathé Ismaël Ciss,Rayo Vallecano,913679,2818,Spain La Liga
5,0,0,73,46.5,82,56.55,28,51.85,13,4,65.75,155,51.32,1438,32,22,31,23,0,0,0,21,4,0,0,0,0,112,6,238,26,3,37.5,10,71.43,2,18,6,10,50,17,7,10.0,0,13,5.96,0,0,0,Álvaro Rodriguez,Elche,1154587,2846,Spain La Liga
4,0,0,5,50.0,5,45.45,1,100.0,4,0,60.0,10,47.62,213,0,2,2,9,0,0,0,3,0,0,0,0,0,9,1,24,2,0,0.0,0,0.0,1,5,1,3,8,6,0,50.0,0,2,2.22,0,0,0,Orri Steinn Óskarsson,Real Sociedad,1026015,2824,Spain La Liga
2,3,0,40,42.55,5,23.81,10,37.04,12,2,82.48,45,39.13,986,18,20,13,18,0,0,0,6,0,0,0,0,0,155,7,386,30,25,29.76,17,60.71,9,6,7,1,19,5,5,10.53,1,7,1.65,0,1,0,Alejandro Baena,Atlético Madrid,910031,2836,Spain La Liga
1,3,0,54,60.67,34,60.71,5,71.43,41,0,85.4,88,60.69,1592,8,13,3,20,0,0,0,19,4,0,0,0,0,73,0,737,4,1,50.0,60,42.55,24,125,19,0,9,4,1,11.11,0,0,0.25,0,3,0,Marc Bartra,Real Betis,99519,2816,Spain La Liga
0,0,0,9,39.13,0,0.0,3,27.27,4,1,89.92,9,37.5,190,2,3,1,4,0,0,0,1,0,0,0,0,0,40,3,116,4,3,42.86,2,40.0,3,5,2,0,2,0,1,0.0,1,1,0.07,0,0,0,João Cancelo,Barcelona,138892,2817,Spain La Liga
0,1,0,0,0.0,0,0.0,0,0.0,0,0,96.15,0,0.0,90,0,0,0,1,1,1,0,0,0,2,0,1,0,1,0,25,0,0,0.0,3,75.0,0,1,0,0,0,0,0,0.0,0,0,,0,0,0,Juan Musso,Atlético Madrid,263651,2836,Spain La Liga
0,0,0,1,100.0,0,0.0,0,0.0,1,0,100.0,1,100.0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,,0,0,0,Adrià Altimira,Villarreal,980732,2819,Spain La Liga
0,0,0,6,85.71,4,100.0,0,0.0,3,0,55.11,10,90.91,2340,3,0,0,26,82,51,30,33,6,28,14,6,14,49,0,383,1,0,0.0,149,32.39,0,19,1,0,0,0,0,0.0,0,0,,0,0,0,Marko Dmitrović,Espanyol,94527,2814,Spain La Liga
1,9,0,99,55.0,20,57.14,25,73.53,45,1,82.91,119,55.35,1575,29,42,17,24,0,0,0,18,6,0,0,0,0,233,3,713,17,8,22.86,45,47.87,12,15,15,0,15,2,5,6.67,0,0,0.6,0,1,0,Iñigo Ruiz de Galarreta,Athletic Club,96365,2825,Spain La Liga
0,2,0,24,68.57,42,67.74,2,100.0,14,1,88.55,66,68.04,1220,8,5,1,15,0,0,0,17,4,0,0,0,0,67,1,634,4,1,100.0,43,53.09,16,87,5,1,8,1,5,0.0,0,1,0.64,0,0,0,Aymeric Laporte,Athletic Club,149734,2825,Spain La Liga
