goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,league
0.05,0.2,0.05,5.7,59.79,0.4,47.06,0.96,40.43,2.17,0.2,87.0,6.1,58.74,90,2.57,1.01,1.06,1.06,0.0,0.0,0.0,1.21,0.05,0.0,0.0,0.0,0.0,12.3,0.55,54.3,1.61,1.21,28.57,2.92,61.05,0.55,0.55,0.45,0.05,0.91,0.25,0.3,5.56,0.0,0.05,0.07,0.0,0.15,0.1,Valentín Barco,RC Strasbourg,1127057,1659,France Ligue 1
0.27,0.05,0.0,5.72,48.84,0.09,15.38,2.72,49.59,0.54,0.09,81.27,5.81,47.23,90,2.45,0.59,2.09,1.04,0.0,0.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,11.2,0.05,20.87,1.95,0.32,24.14,0.54,54.55,0.5,0.09,0.59,0.09,1.81,0.59,0.77,15.0,0.05,0.05,0.2,0.0,0.0,0.05,Yann Gboho,Toulouse,911851,1681,France Ligue 1
0.1,0.19,0.05,2.96,57.55,0.53,42.31,0.48,62.5,1.79,0.1,88.44,3.49,54.55,90,0.68,1.21,0.48,1.02,0.0,0.0,0.0,0.87,0.24,0.0,0.0,0.0,0.0,10.76,0.1,46.72,1.21,0.87,23.68,3.78,70.91,0.78,1.55,0.29,0.05,1.07,0.29,0.53,9.09,0.05,0.0,0.06,0.0,0.1,0.05,Tyler Morton,Olympique Lyonnais,979118,1649,France Ligue 1
0.0,0.0,0.0,5.0,55.56,0.0,0.0,3.0,60.0,1.0,0.0,82.5,5.0,55.56,90,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,33.0,0.0,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,Andy Diouf,RC Lens,1048889,1648,France Ligue 1
0.0,0.75,0.0,7.5,83.33,0.75,25.0,1.5,66.67,3.0,0.0,86.79,8.25,68.75,90,3.0,0.75,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.25,0.0,34.5,0.0,0.0,0.0,0.75,50.0,3.75,9.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,Kyllian Antonio,RC Lens,1546405,1648,France Ligue 1
0.1,0.15,0.0,3.43,53.44,0.93,59.38,0.59,57.14,1.27,0.2,91.86,4.36,54.6,90,1.57,1.03,0.59,1.08,0.0,0.0,0.0,1.37,0.05,0.0,0.0,0.0,0.0,17.82,0.15,70.71,1.27,0.0,0.0,2.84,59.79,0.88,1.42,0.93,0.2,1.47,0.44,0.39,6.67,0.05,0.0,0.1,0.0,0.2,0.0,Pierre-Emile Højbjerg,Olympique de Marseille,149593,1641,France Ligue 1
0.0,0.0,0.05,0.37,88.89,0.28,85.71,0.05,100.0,0.09,0.0,52.46,0.65,87.5,90,0.28,0.05,0.0,1.02,3.53,2.32,1.21,1.21,0.23,0.33,0.42,0.33,0.51,1.21,0.0,14.88,0.05,0.0,0.0,7.3,35.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.09,0.05,0.0,Donovan Léon,Auxerre,159837,1646,France Ligue 1
0.0,0.09,0.0,2.7,67.39,1.52,61.4,0.22,71.43,2.0,0.04,87.9,4.22,65.1,90,0.52,0.61,0.09,1.0,0.0,0.0,0.0,0.57,0.26,0.0,0.0,0.0,0.0,6.48,0.04,50.52,0.09,0.09,33.33,3.74,54.09,2.48,4.17,0.57,0.09,0.65,0.17,0.13,0.0,0.09,0.0,0.04,0.0,0.09,0.0,Malang Sarr,RC Lens,826203,1648,France Ligue 1
0.15,0.3,0.0,4.59,50.0,0.59,57.14,0.44,42.86,2.66,0.15,86.83,5.18,50.72,90,1.48,1.33,1.04,1.04,0.0,0.0,0.0,0.59,0.15,0.0,0.0,0.0,0.0,12.73,0.3,42.93,2.22,0.44,23.08,2.37,57.14,2.37,1.33,1.63,0.15,2.96,1.33,0.59,5.0,0.0,0.0,0.14,0.0,0.0,0.0,Pape Diop,Toulouse,1410217,1681,France Ligue 1
0.56,0.11,0.0,2.95,44.17,0.78,37.84,1.22,61.11,1.0,0.11,82.79,3.73,42.68,90,0.72,1.67,0.95,1.28,0.0,0.0,0.0,0.56,0.17,0.0,0.0,0.0,0.0,7.73,0.56,25.42,1.28,0.28,27.78,1.28,62.16,0.5,0.83,0.56,0.44,2.5,1.11,0.56,22.22,0.06,0.67,0.43,0.0,0.0,0.0,Wesley Saïd,RC Lens,227862,1648,France Ligue 1
