goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,league
0.05,0.05,0.0,3.34,63.48,0.96,41.18,0.59,65.0,1.42,0.23,87.89,4.3,56.63,90,1.33,0.55,0.5,1.14,0.0,0.0,0.0,1.28,0.09,0.0,0.0,0.0,0.0,18.62,0.27,68.08,1.88,0.96,23.6,2.43,44.17,0.96,1.56,0.59,0.14,0.41,0.18,0.14,11.11,0.0,0.0,0.1,0.0,0.0,0.05,Angelo Stiller,VfB Stuttgart,901882,2677,Germany Bundesliga
0.3,0.25,0.0,3.79,49.03,0.4,25.81,0.95,35.85,1.6,0.25,87.55,4.19,45.16,90,1.25,0.55,0.9,1.05,0.0,0.0,0.0,1.1,0.2,0.0,0.0,0.0,0.0,18.11,0.5,58.92,2.29,1.4,26.67,1.75,44.3,0.7,1.85,0.85,0.2,1.95,0.75,0.45,15.38,0.0,0.2,0.24,0.0,0.0,0.0,Alejandro Grimaldo,Bayer 04 Leverkusen,177177,2681,Germany Bundesliga
0.04,0.12,0.0,3.54,53.33,1.25,70.45,0.93,53.49,1.61,0.24,77.91,4.79,56.94,90,1.09,0.93,0.52,1.01,0.0,0.0,0.0,1.21,0.08,0.0,0.0,0.0,0.0,9.37,0.48,31.22,1.77,1.85,33.82,2.01,43.48,1.09,3.54,0.84,0.0,0.72,0.16,0.2,5.56,0.04,0.0,0.03,0.0,0.04,0.0,Vladimír Coufal,TSG Hoffenheim,138024,2569,Germany Bundesliga
0.0,0.04,0.0,0.12,100.0,0.4,90.91,0.04,100.0,0.04,0.0,69.11,0.52,92.86,90,0.04,0.0,0.0,1.0,3.6,2.6,0.92,2.04,0.16,0.72,0.44,0.52,0.44,1.52,0.0,24.16,0.12,0.0,0.0,5.68,34.72,0.0,1.28,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,Kamil Grabara,VfL Wolfsburg,902080,2524,Germany Bundesliga
0.0,0.16,0.0,3.17,63.16,4.66,64.71,0.21,66.67,1.27,0.0,88.61,7.83,64.07,90,1.75,1.38,0.11,1.06,0.0,0.0,0.0,1.16,0.05,0.0,0.0,0.0,0.0,8.31,0.0,64.66,0.21,0.0,0.0,3.86,53.68,1.48,7.72,0.26,0.11,0.79,0.32,0.11,0.0,0.0,0.0,0.04,0.05,0.05,0.0,Jeff Chabot,VfB Stuttgart,863271,2677,Germany Bundesliga
0.0,0.12,0.0,0.12,100.0,0.16,80.0,0.0,0.0,0.0,0.0,76.62,0.28,87.5,90,0.16,0.0,0.0,1.0,3.04,2.0,1.04,1.32,0.12,0.32,0.4,0.56,0.44,1.04,0.0,39.2,0.0,0.0,0.0,7.36,38.49,0.0,0.96,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.16,0.0,Daniel Heuer Fernandes,Hamburger SV,113442,2676,Germany Bundesliga
0.0,0.08,0.0,0.08,66.67,0.25,85.71,0.0,0.0,0.0,0.0,71.62,0.33,80.0,90,0.21,0.0,0.0,1.0,2.5,1.83,0.58,0.96,0.08,0.58,0.33,0.29,0.33,1.21,0.0,21.88,0.0,0.0,0.0,4.75,36.42,0.0,0.63,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,Gregor Kobel,Borussia Dortmund,556866,2673,Germany Bundesliga
0.14,0.28,0.0,2.78,56.34,1.11,37.21,0.56,88.89,1.39,0.07,93.21,3.89,49.12,90,0.83,0.77,0.77,1.53,0.0,0.0,0.0,0.63,0.07,0.0,0.0,0.0,0.0,21.0,0.14,72.61,1.04,0.0,0.0,2.3,70.21,1.32,2.09,0.7,0.14,1.11,0.35,0.21,12.5,0.0,0.0,0.12,0.0,0.0,0.07,Leon Goretzka,FC Bayern München,184661,2672,Germany Bundesliga
0.0,0.0,0.0,0.08,100.0,0.46,100.0,0.0,0.0,0.04,0.0,70.71,0.54,100.0,90,0.04,0.0,0.0,1.0,3.71,2.54,1.08,1.5,0.17,0.75,0.29,0.5,0.29,0.83,0.0,24.04,0.0,0.0,0.0,3.88,28.44,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.17,0.13,0.0,Nikola Vasilj,FC St. Pauli,325061,2526,Germany Bundesliga
0.06,0.18,0.0,2.38,56.34,1.85,58.49,0.18,42.86,1.91,0.06,92.3,4.23,57.26,90,0.3,0.83,0.42,1.19,0.0,0.0,0.0,0.95,0.06,0.0,0.0,0.0,0.0,10.72,0.18,74.93,0.54,0.06,20.0,2.92,52.13,0.95,2.56,0.48,0.06,0.48,0.12,0.12,12.5,0.0,0.0,0.06,0.0,0.12,0.0,Dayot Upamecano,FC Bayern München,798583,2672,Germany Bundesliga
0.21,0.21,0.05,3.24,44.37,2.57,54.35,0.21,44.44,2.57,0.26,76.26,5.81,48.29,90,0.46,2.11,1.03,1.13,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.0,12.03,0.46,36.49,1.95,0.82,28.07,2.31,42.06,0.62,2.62,0.87,0.1,1.23,0.51,0.26,16.67,0.0,0.05,0.13,0.0,0.0,0.0,Wouter Burger,TSG Hoffenheim,916946,2569,Germany Bundesliga
0.0,0.0,0.0,0.16,100.0,0.32,100.0,0.0,0.0,0.0,0.0,65.44,0.48,100.0,90,0.12,0.0,0.0,1.0,2.96,1.88,0.96,1.44,0.24,1.0,0.56,0.44,0.56,2.52,0.04,25.68,0.08,0.0,0.0,9.08,40.32,0.0,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.04,0.04,0.0,Noah Atubolu,SC Freiburg,980626,2538,Germany Bundesliga
